id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews_ltm,review_scores_rating,instant_bookable,reviews_per_month
6.08E+17,133548162,100%,90%,f,0,North Hills,32.739861,-117.122337,Entire home/apt,2,1 bath,1,1,132,7,4.86,f,4.29
6.08E+17,41863444,100%,100%,t,3,Pacific Beach,32.79873287,-117.2297736,Entire home/apt,6,1 bath,2,3,230,4,5,t,2.26
6.08E+17,111814852,97%,99%,f,1078,East Village,32.7109,-117.14952,Entire home/apt,4,1 bath,1,2,217,2,3.5,t,1.13
6.08E+17,111814852,97%,99%,f,1078,East Village,32.70861816,-117.1490358,Entire home/apt,6,2 baths,2,3,314,5,4,t,2.83
6.08E+17,111814852,97%,99%,f,1078,East Village,32.71067,-117.14881,Entire home/apt,10,3 baths,3,5,525,0,,t,
6.09E+17,212723136,80%,100%,f,2,North Hills,32.74673284,-117.1322811,Private room,1,1 shared bath,1,1,72,0,,t,
6.09E+17,293258416,100%,100%,f,0,City Heights West,32.7430335,-117.1067088,Entire home/apt,2,1 bath,1,1,145,8,5,t,4.29
6.09E+17,57481141,100%,97%,f,50,Gaslamp Quarter,32.71521331,-117.1602832,Entire home/apt,2,1 bath,,1,83,3,4.67,t,3
6.09E+17,455050221,100%,100%,f,0,Old Town,32.75475389,-117.1628051,Private room,2,1 private bath,1,1,86,12,5,f,6.67
6.09E+17,38690778,99%,85%,t,64,La Jolla,32.81603,-117.26309,Entire home/apt,8,2.5 baths,4,4,465,0,,t,
6.09E+17,50090479,100%,80%,f,0,Mission Bay,32.79481791,-117.2329682,Entire home/apt,8,2.5 baths,3,3,441,1,5,f,1
6.09E+17,111814852,97%,99%,f,1078,Pacific Beach,32.79814184,-117.2418871,Entire home/apt,4,1 bath,2,2,276,2,1.5,t,1.5
6.09E+17,74053680,100%,50%,f,0,Little Italy,32.72506,-117.168159,Private room,1,2 baths,1,1,95,0,,f,
6.09E+17,3017970,95%,34%,f,86,Mission Bay,32.765259,-117.250916,Entire home/apt,6,2 baths,2,3,496,0,,f,
6.09E+17,3017970,95%,34%,f,86,Mission Bay,32.76524,-117.250961,Entire home/apt,10,3 baths,3,6,534,0,,f,
6.09E+17,3017970,95%,34%,f,86,Mission Bay,32.765259,-117.250916,Entire home/apt,16,5 baths,5,9,1139,0,,f,
6.09E+17,36822542,100%,100%,t,3,San Carlos,32.79979046,-117.0702333,Entire home/apt,5,2 baths,3,3,250,0,,t,
6.09E+17,336118743,50%,100%,f,0,La Jolla,32.81915347,-117.2698891,Entire home/apt,6,3 baths,3,4,1000,0,,t,
6.09E+17,44362104,N/A,N/A,f,7,Gaslamp Quarter,32.71274718,-117.1606707,Entire home/apt,8,1 bath,,1,175,14,4.36,t,8.57
6.09E+17,275860947,100%,100%,f,4,College Area,32.77005999,-117.076787,Private room,2,1 shared bath,1,1,117,9,4.89,t,5.09
6.09E+17,2772383,93%,80%,f,18,La Jolla,32.832378,-117.277328,Entire home/apt,5,1 bath,2,3,351,1,5,t,1
6.09E+17,208522667,100%,N/A,f,0,East Village,32.7095,-117.1571,Entire home/apt,2,1 bath,1,1,135,0,,t,
6.09E+17,6082110,100%,100%,t,7,Pacific Beach,32.7966404,-117.2537788,Entire home/apt,6,1 bath,2,3,372,2,5,t,2
6.09E+17,6082110,100%,100%,t,7,Pacific Beach,32.79516175,-117.2520952,Entire home/apt,6,1 bath,2,3,371,2,4.5,t,2
6.09E+17,359066913,,,,,Grantville,32.78221771,-117.0966051,Entire home/apt,2,1 bath,,1,179,0,,t,
6.09E+17,111814852,97%,99%,f,1078,Wooded Area,32.71970234,-117.2547808,Entire home/apt,8,3 baths,4,6,619,2,4,t,2
6.09E+17,452955002,99%,100%,f,10,East Village,32.71462036,-117.158994,Entire home/apt,8,1 bath,,1,169,13,3.38,t,7.8
6.09E+17,452955002,99%,100%,f,10,East Village,32.71375515,-117.1546085,Entire home/apt,5,1 bath,1,1,190,5,3.2,t,3.57
6.09E+17,445529796,100%,100%,f,0,Mission Bay,32.76813012,-117.2513266,Entire home/apt,3,1 bath,1,2,262,5,4.6,t,4.69
6.09E+17,111814852,97%,99%,f,1078,Pacific Beach,32.79756586,-117.2434877,Entire home/apt,4,1 bath,1,1,202,1,5,t,0.94
6.06E+17,35998145,100%,100%,f,0,Loma Portal,32.75307174,-117.2270392,Entire home/apt,2,1 bath,,1,108,1,5,f,1
6.06E+17,454448149,100%,100%,f,0,Ocean Beach,32.74852753,-117.2492065,Entire home/apt,4,1 bath,1,2,306,0,,f,
6.06E+17,8959661,100%,100%,t,24,Mission Bay,32.78136079,-117.2372696,Entire home/apt,3,1 bath,1,2,224,8,5,f,4.8
6.06E+17,36623121,100%,100%,f,0,Ocean Beach,32.72608431,-117.2449251,Entire home/apt,10,3 baths,4,6,615,0,,f,
6.06E+17,111814852,97%,99%,f,1078,Pacific Beach,32.79145346,-117.2526558,Entire home/apt,10,3 baths,4,6,1546,1,5,t,1
6.06E+17,406085034,100%,100%,f,0,Wooded Area,32.7250331,-117.2497088,Entire home/apt,9,3 baths,5,6,456,1,5,t,0.65
6.06E+17,319116247,100%,99%,f,9,Gaslamp Quarter,32.71458636,-117.160456,Entire home/apt,6,1 bath,2,3,235,1,5,t,1
6.06E+17,319116247,100%,99%,f,9,Gaslamp Quarter,32.71432,-117.15939,Entire home/apt,8,1 bath,3,4,264,1,5,t,1
6.06E+17,436402683,100%,88%,f,0,Mission Bay,32.76433286,-117.2507742,Entire home/apt,5,2 baths,2,2,363,6,5,f,6
6.06E+17,127852077,100%,100%,f,0,West University Heights,32.76147005,-117.1600651,Private room,4,1 private bath,1,2,280,0,,t,
6.06E+17,98856678,100%,60%,f,0,Rancho Penasquitos,32.96607222,-117.1101312,Entire home/apt,6,2 baths,3,3,332,0,,f,
6.06E+17,425571211,94%,100%,f,3,Loma Portal,32.74806505,-117.2252164,Entire home/apt,6,1.5 baths,2,2,150,5,4.6,t,2.83
6.07E+17,256872479,N/A,N/A,f,1,Midtown,32.74841625,-117.1581606,Entire home/apt,6,1.5 baths,3,3,274,1,5,t,0.64
6.09E+17,111814852,97%,99%,f,1078,Mission Bay,32.78468819,-117.2390719,Entire home/apt,4,1 bath,1,2,306,2,4,t,1.3
6.09E+17,874515,97%,86%,f,32,Pacific Beach,32.799995,-117.236572,Entire home/apt,6,1 bath,3,5,369,2,4,f,1.18
6.09E+17,126644161,100%,99%,f,527,Park West,32.73024236,-117.1623985,Entire home/apt,3,1 bath,1,2,113,3,5,t,1.7
6.09E+17,2686535,100%,100%,f,2,Mission Bay,32.78203,-117.25114,Entire home/apt,2,1 bath,1,3,164,3,4.33,f,3
6.09E+17,268774110,N/A,N/A,f,0,East Village,32.70672349,-117.1556114,Entire home/apt,3,1 bath,1,1,500,0,,t,
6.09E+17,874515,97%,86%,f,32,Pacific Beach,32.800205,-117.236626,Entire home/apt,6,2 baths,2,3,224,0,,f,
6.09E+17,272191163,100%,99%,t,8,Park West,32.72951942,-117.167322,Entire home/apt,2,1 bath,1,1,92,5,5,t,4.29
6.09E+17,111814852,97%,99%,f,1078,Midtown,32.73885859,-117.1768741,Entire home/apt,12,2 baths,4,10,729,0,,t,
6.11E+17,111326146,100%,100%,f,0,San Carlos,32.798027,-117.072678,Entire home/apt,1,1 bath,1,1,174,3,4.67,f,3
6.11E+17,435770611,100%,100%,f,0,Southcrest,32.69455,-117.1041,Entire home/apt,6,1.5 baths,2,5,130,6,4.83,t,3.4
6.11E+17,455547018,100%,97%,f,1,Clairemont Mesa,32.81670627,-117.1787126,Private room,2,1 private bath,1,1,71,4,5,t,2.26
5.99E+17,326010257,100%,100%,f,27,West University Heights,32.753929,-117.150032,Entire home/apt,6,1 bath,2,3,332,1,4,t,0.5
6.11E+17,301775154,100%,99%,f,29,Gaslamp Quarter,32.71303998,-117.1604384,Entire home/apt,7,1 bath,2,3,227,4,5,t,2.86
6.11E+17,230979242,100%,33%,f,0,Linda Vista,32.784286,-117.165375,Entire home/apt,2,1 bath,1,1,129,0,,f,
6.11E+17,301775154,100%,99%,f,29,Gaslamp Quarter,32.7148896,-117.1603728,Entire home/apt,7,1 bath,2,3,203,2,5,t,1.3
6.11E+17,24049583,100%,100%,f,3,Cortez Hill,32.720314,-117.156334,Entire home/apt,2,1 bath,1,1,190,2,5,t,1.13
6.09E+17,348089487,100%,100%,f,29,Pacific Beach,32.80535925,-117.2365915,Entire home/apt,6,2 baths,2,5,413,3,5,t,2.65
6.09E+17,67378704,100%,100%,f,2,La Jolla,32.84039,-117.27148,Entire home/apt,5,3.5 baths,3,2,880,2,5,f,1.13
6.09E+17,76159395,90%,100%,f,0,La Jolla,32.80933563,-117.2592534,Entire home/apt,4,1 bath,1,2,135,0,,t,
6.09E+17,278583492,100%,100%,f,5,Balboa Park,32.71790247,-117.1368357,Entire home/apt,2,1 bath,,1,99,5,5,f,3.26
6.11E+17,214744848,100%,100%,f,0,East Village,32.70406,-117.14819,Entire home/apt,2,1 bath,1,1,190,9,5,t,5.87
6.11E+17,236643574,95%,100%,f,4,College Area,32.76933989,-117.0768834,Private room,2,2 shared baths,1,1,91,8,4.75,t,5.11
5.99E+17,326010257,100%,100%,f,27,West University Heights,32.753792,-117.150078,Entire home/apt,4,2 baths,2,2,189,1,4,t,0.51
6.12E+17,131039235,100%,100%,f,0,Gaslamp Quarter,32.71363671,-117.1600634,Private room,2,1 private bath,1,1,125,7,4.71,t,4.47
6.12E+17,4336082,90%,100%,f,0,Marina,32.714188,-117.167038,Entire home/apt,4,2 baths,2,2,300,0,,t,
6.12E+17,4336082,90%,100%,f,0,Little Italy,32.7245893,-117.1691471,Entire home/apt,4,1 bath,2,2,272,1,5,t,0.79
6.12E+17,349211377,100%,100%,f,0,Rancho Bernadino,33.0416055,-117.0700117,Entire home/apt,3,1 bath,,2,201,5,5,t,3.26
6.12E+17,63288151,100%,100%,f,1,Balboa Park,32.72709252,-117.1318665,Entire home/apt,2,1 bath,,1,120,0,,f,
6.09E+17,434462119,100%,99%,t,29,Park West,32.7306368,-117.1680568,Entire home/apt,5,1 bath,2,2,130,2,5,f,2
6.09E+17,434462119,100%,99%,t,29,Midtown,32.73189222,-117.1679558,Entire home/apt,5,1 bath,2,2,136,3,5,f,1.88
5.99E+17,326010257,100%,100%,f,27,Cortez Hill,32.72279,-117.16519,Entire home/apt,16,3 baths,8,8,1001,0,,t,
6.12E+17,54048331,100%,100%,f,0,Serra Mesa,32.7785358,-117.1327158,Entire home/apt,3,1 bath,1,1,125,2,2,f,1.25
6.12E+17,85747284,100%,50%,f,2,City Heights West,32.733471,-117.110115,Entire home/apt,4,2 baths,2,1,161,0,,f,
5.99E+17,452955002,99%,100%,f,10,East Village,32.71154014,-117.1542889,Entire home/apt,6,2 baths,2,2,228,12,4.33,t,5.29
6.12E+17,31933066,100%,100%,t,2,Mission Bay,32.7871766,-117.2367673,Entire home/apt,6,1 bath,2,3,313,1,5,f,1
6.13E+17,101214137,N/A,N/A,f,1,Old Town,32.74416663,-117.1837583,Entire home/apt,2,1 bath,1,1,120,0,,f,
6.13E+17,140490500,100%,92%,f,1,Park West,32.72878135,-117.1661301,Entire home/apt,3,1 bath,1,1,164,5,5,f,5
6.09E+17,434462119,100%,99%,t,29,Midtown,32.73201321,-117.1693987,Entire home/apt,5,1 bath,2,2,138,7,5,f,4.88
6.09E+17,434462119,100%,99%,t,29,Midtown,32.7319411,-117.1686216,Entire home/apt,5,1 bath,2,2,144,2,2.5,f,2
5.99E+17,38256467,87%,74%,f,18,East Village,32.71095575,-117.1506496,Entire home/apt,4,1 bath,2,2,145,0,,f,
6.09E+17,37353287,100%,99%,f,55,Bay Park,32.79196516,-117.2053986,Entire home/apt,6,2 baths,3,4,345,0,,t,
6.10E+17,78719551,94%,100%,f,0,East Village,32.70983333,-117.1516972,Entire home/apt,6,2 baths,2,3,407,4,5,t,2.61
6.10E+17,146687479,100%,100%,f,0,Bay Park,32.79282916,-117.1963325,Private room,1,1 shared bath,1,1,66,3,5,f,2.2
6.10E+17,19345781,99%,98%,t,12,North Hills,32.74310043,-117.1400898,Entire home/apt,8,1.5 baths,2,4,281,2,4.5,f,1.87
6.13E+17,373042041,N/A,N/A,f,0,North City,32.960602,-117.227203,Entire home/apt,8,4 baths,4,5,513,0,,t,
6.13E+17,39632767,100%,98%,f,0,East Village,32.71728177,-117.1518003,Entire home/apt,3,1 bath,1,2,156,11,4.73,t,7.17
6.13E+17,109520768,100%,99%,f,4,Talmadge,32.75693898,-117.0881785,Entire home/apt,6,1 bath,2,4,117,6,4.67,t,3.83
5.99E+17,450582789,100%,100%,f,2,East Village,32.70732401,-117.1555058,Entire home/apt,5,1 bath,1,1,401,4,4.75,t,4
6.13E+17,411686257,100%,100%,f,20,Gaslamp Quarter,32.70803108,-117.1598468,Entire home/apt,8,2 baths,2,5,203,0,,t,
5.99E+17,42237006,100%,98%,t,68,Allied Gardens,32.79315439,-117.0981014,Entire home/apt,4,2 baths,2,2,245,0,,f,
5.99E+17,272191163,100%,99%,t,8,Park West,32.7280173,-117.1659977,Entire home/apt,2,1 bath,,1,123,4,5,t,4
5.99E+17,414558343,100%,89%,t,0,City Heights West,32.7523454,-117.1147766,Entire home/apt,2,1 bath,1,1,115,3,4.67,t,1.73
6.13E+17,340080088,100%,28%,t,55,Midtown,32.73755205,-117.1600512,Entire home/apt,4,1 bath,,2,189,0,,f,
6.13E+17,340080088,100%,28%,t,55,Midtown,32.73939021,-117.1595359,Entire home/apt,4,1 bath,1,3,200,0,,f,
6.10E+17,43349223,100%,100%,t,45,Loma Portal,32.74381251,-117.2439445,Entire home/apt,6,1 bath,2,2,290,7,4.86,t,4.77
5.99E+17,2772383,93%,80%,f,18,Ocean Beach,32.746449,-117.253014,Entire home/apt,6,1 bath,2,3,318,0,,t,
6.10E+17,126644161,100%,99%,f,527,Midtown District,32.72804816,-117.225069,Entire home/apt,6,1 bath,2,3,180,3,3.67,t,3
6.10E+17,318872168,98%,99%,f,24,Valencia Park,32.7072183,-117.077068,Entire home/apt,6,1 bath,2,4,123,5,4,f,3.33
6.13E+17,676956,100%,100%,f,0,Pacific Beach,32.8092174,-117.2480737,Entire home/apt,6,2 baths,3,3,675,0,,f,
6.13E+17,340080088,100%,28%,t,55,Midtown,32.73747796,-117.160077,Entire home/apt,6,1 bath,2,4,297,0,,f,
5.99E+17,9352452,100%,100%,f,3,Grantville,32.78462279,-117.0964115,Entire home/apt,2,1 bath,1,1,128,2,5,f,2
6.13E+17,383644261,80%,71%,f,18,Mount Hope,32.71387546,-117.1087341,Entire home/apt,5,1 bath,2,2,150,0,,f,
6.13E+17,129912466,90%,100%,f,1,Serra Mesa,32.80825761,-117.1501281,Entire home/apt,4,2 baths,2,2,137,0,,f,
6.13E+17,256963688,75%,67%,f,1,Mission Bay,32.79236,-117.24336,Private room,1,1 shared bath,1,1,99,0,,f,
6.13E+17,456013877,100%,100%,f,1,Moreno Mission,32.76788829,-117.1957555,Private room,2,1 private bath,1,1,93,5,4.6,f,3.66
6.10E+17,111814852,97%,99%,f,1078,Mission Bay,32.76144839,-117.2506157,Entire home/apt,4,2 baths,2,2,713,0,,t,
6.10E+17,34476470,51%,14%,f,13,Carmel Valley,32.94781139,-117.2285744,Entire home/apt,4,2 baths,2,2,300,0,,f,
6.10E+17,121784457,100%,91%,t,21,East Village,32.7153,-117.15361,Entire home/apt,4,1 bath,2,2,184,0,,f,
6.10E+17,888692,100%,100%,f,0,North Hills,32.73001263,-117.1164724,Entire home/apt,4,1 bath,2,2,250,3,5,f,2.81
6.11E+17,210933477,100%,99%,f,1,East Village,32.72180089,-117.1553268,Entire home/apt,2,1 bath,,1,152,9,4.78,t,5.4
6.11E+17,127434038,100%,98%,t,0,Ocean Beach,32.74795,-117.24946,Entire home/apt,6,1 bath,2,4,316,3,4.67,f,2.31
6.11E+17,31991928,100%,100%,f,28,Park West,32.72907116,-117.1650451,Entire home/apt,7,3 baths,2,5,432,5,5,t,3.26
6.13E+17,1291828,100%,60%,t,5,Linda Vista,32.79512896,-117.1766456,Entire home/apt,2,1 bath,1,1,91,0,,f,
6.13E+17,4943081,98%,100%,t,4,North Hills,32.74807,-117.12711,Entire home/apt,4,1 bath,2,2,259,0,,t,
5.99E+17,453085590,71%,25%,f,0,Mission Bay,32.78880794,-117.2381891,Entire home/apt,4,1 bath,1,1,216,1,5,f,1
6.13E+17,324368071,100%,99%,t,45,Moreno Mission,32.76521182,-117.1973579,Entire home/apt,6,2 baths,2,3,320,1,5,t,0.77
6.13E+17,423877829,100%,98%,t,45,Moreno Mission,32.76511333,-117.1977614,Entire home/apt,6,2 baths,2,3,309,2,5,t,1.67
6.13E+17,32667349,100%,94%,t,6,Normal Heights,32.76679612,-117.1226269,Private room,8,2 baths,3,4,336,3,5,f,3
6.13E+17,28615168,100%,100%,f,5,Mission Bay,32.76528698,-117.2400068,Entire home/apt,2,1 bath,1,2,232,5,5,t,3.26
6.13E+17,456039968,100%,100%,f,0,East Village,32.70993011,-117.1578996,Entire home/apt,3,1 bath,1,1,249,0,,f,
6.13E+17,359066913,,,,,Grantville,32.78346959,-117.0949939,Entire home/apt,5,2 baths,2,2,229,0,,t,
6.15E+17,456563673,100%,100%,f,0,University City,32.85893926,-117.2097477,Private room,2,1 shared bath,1,1,298,0,,t,
6.15E+17,456573137,70%,86%,f,2,Old Town,32.7515702,-117.1952241,Entire home/apt,4,1 bath,2,2,199,0,,t,
6.16E+17,62539815,100%,0%,f,0,University City,32.86308363,-117.2176586,Entire home/apt,6,2.5 baths,3,4,200,0,,t,
6.16E+17,456231890,100%,100%,f,0,Pacific Beach,32.80865008,-117.2442683,Entire home/apt,12,3 baths,4,6,560,2,5,t,2
6.16E+17,111814852,97%,99%,f,1078,Mission Bay,32.7735,-117.2511,Entire home/apt,6,3 baths,3,3,437,0,,t,
6.16E+17,213436597,100%,92%,f,1,Mission Bay,32.78289982,-117.2524099,Entire home/apt,5,1 bath,2,3,800,1,5,f,1
6.16E+17,72790067,100%,100%,t,0,Pacific Beach,32.81804677,-117.2291461,Entire home/apt,5,2 baths,4,4,350,0,,f,
6.16E+17,69335348,100%,100%,f,3,Pacific Beach,32.80828331,-117.2425241,Entire home/apt,4,1 bath,1,1,371,0,,t,
6.16E+17,69335348,100%,100%,f,3,Pacific Beach,32.80891,-117.24414,Entire home/apt,13,2 baths,5,6,1064,1,4,t,1
6.14E+17,456132651,100%,100%,f,0,Columbia,32.71733406,-117.1721279,Entire home/apt,5,2 baths,2,2,350,0,,t,
6.14E+17,375121309,100%,96%,f,10,East Village,32.70773334,-117.155526,Entire home/apt,2,1 bath,1,1,216,7,5,t,5.83
6.14E+17,97455615,100%,86%,t,2,Mission Bay,32.79086583,-117.2324574,Entire home/apt,7,1 bath,2,3,287,1,5,f,1
5.99E+17,150825338,90%,100%,f,5,Encanto,32.73011309,-117.0554933,Private room,1,1 shared bath,1,1,60,0,,t,
6.14E+17,14645243,100%,95%,t,12,Midtown,32.73380681,-117.1705096,Entire home/apt,8,2 baths,3,5,468,4,5,t,3.08
6.14E+17,113883981,99%,100%,f,51,East Village,32.71290096,-117.1584707,Entire home/apt,6,1 bath,1,1,849,0,,t,
6.14E+17,456187815,100%,100%,f,0,North Hills,32.741489,-117.146378,Entire home/apt,2,1 bath,1,1,160,1,5,f,1
6.16E+17,48005494,100%,98%,f,1452,Carmel Valley,32.94635229,-117.2299239,Entire home/apt,4,2.5 baths,2,2,207,0,,t,
6.16E+17,4432528,100%,98%,f,0,College Area,32.769814,-117.071663,Private room,2,2 shared baths,1,1,72,3,5,f,2.09
5.99E+17,150825338,90%,100%,f,5,Encanto,32.73086584,-117.0540856,Private room,1,1 shared bath,1,1,50,1,5,t,0.5
5.99E+17,113883981,99%,100%,f,51,East Village,32.71169882,-117.1513356,Entire home/apt,7,1 bath,2,2,260,11,4.45,t,4.93
5.99E+17,150825338,90%,100%,f,5,Encanto,32.73030802,-117.0555888,Private room,1,1 shared bath,1,1,60,1,5,t,0.51
5.99E+17,122545406,100%,100%,f,0,San Carlos,32.79795792,-117.0692722,Entire home/apt,1,1 bath,,1,80,5,4.6,f,2.34
6.16E+17,456697664,97%,100%,f,0,Bird Land,32.79462508,-117.1560883,Entire home/apt,2,1 bath,,2,160,1,5,t,1
6.16E+17,456702423,100%,100%,f,0,University City,32.85224416,-117.2116335,Entire home/apt,14,4.5 baths,4,4,569,3,5,f,2.31
6.16E+17,16820232,100%,100%,f,5,College Area,32.769814,-117.071663,Private room,2,2 shared baths,1,1,66,7,4.86,f,4.88
6.16E+17,4432528,100%,98%,f,0,College Area,32.769814,-117.071663,Private room,2,2 shared baths,1,1,66,4,5,f,3.33
6.16E+17,4432528,100%,98%,f,0,College Area,32.769814,-117.071663,Private room,2,2 shared baths,1,1,75,1,4,f,1
6.16E+17,8336938,100%,99%,t,50,Pacific Beach,32.79382107,-117.2466336,Entire home/apt,6,2 baths,3,4,429,1,5,f,0.94
6.17E+17,456573137,70%,86%,f,2,Old Town,32.75174693,-117.1949268,Entire home/apt,4,1 bath,2,2,299,0,,t,
6.17E+17,105519598,100%,88%,f,0,East Village,32.706707,-117.154663,Entire home/apt,3,1 bath,,1,208,6,5,f,4.62
6.14E+17,111814852,97%,99%,f,1078,Mission Bay,32.78449423,-117.2521517,Entire home/apt,8,4 baths,3,5,642,1,5,t,1
6.14E+17,456193785,100%,60%,f,0,Serra Mesa,32.79885777,-117.1261051,Entire home/apt,6,2 baths,3,3,299,0,,f,
6.14E+17,79682570,100%,95%,f,1,West University Heights,32.757999,-117.143097,Entire home/apt,2,1 bath,,1,154,8,4.75,f,5.22
6.14E+17,30932804,100%,89%,f,0,East Village,32.71018592,-117.1580515,Entire home/apt,3,1 bath,1,1,200,2,5,f,2
5.99E+17,40405248,100%,96%,f,0,Northwest,32.63691,-117.08242,Entire home/apt,3,1 bath,,1,89,9,4.67,t,7.94
6.14E+17,120366962,100%,100%,f,0,Moreno Mission,32.76746752,-117.1813476,Entire home/apt,3,1 bath,1,2,212,1,5,t,1
6.14E+17,401114070,100%,100%,f,1,Scripps Ranch,32.90377884,-117.1080443,Private room,2,1.5 baths,1,1,87,2,5,t,2
6.14E+17,456227676,100%,100%,f,0,Midtown,32.73840678,-117.1747321,Entire home/apt,10,2.5 baths,4,4,793,2,5,t,1.87
6.14E+17,111814852,97%,99%,f,1078,Mission Bay,32.78482956,-117.2524868,Entire home/apt,8,4 baths,3,5,641,0,,t,
6.17E+17,404584461,100%,99%,t,0,Loma Portal,32.74901872,-117.2089674,Entire home/apt,4,1 bath,1,2,260,0,,t,
6.17E+17,8336938,100%,99%,t,50,Ocean Beach,32.75161569,-117.2463908,Entire home/apt,2,1 bath,1,1,276,3,5,t,2.43
6.00E+17,452955002,99%,100%,f,10,Marina,32.70932266,-117.1632371,Entire home/apt,12,1 bath,1,2,192,5,5,t,3.33
6.00E+17,453112553,100%,100%,f,0,Mission Bay,32.57507224,-117.0427626,Private room,2,1.5 baths,1,1,56,5,4.8,t,2.5
6.17E+17,341259760,99%,79%,f,0,East Village,32.71404248,-117.1593017,Private room,4,6 shared baths,1,4,235,0,,f,
6.17E+17,216637346,100%,100%,t,1,Midtown,32.73519952,-117.1719756,Entire home/apt,8,3 baths,3,5,629,2,5,f,2
6.17E+17,456697664,97%,100%,f,0,Bird Land,32.79421656,-117.1563317,Entire home/apt,4,1 bath,1,2,181,0,,t,
6.17E+17,456697664,97%,100%,f,0,Bird Land,32.79456659,-117.1567537,Entire home/apt,4,1 bath,1,2,175,0,,t,
6.17E+17,399855502,98%,97%,t,0,Pacific Beach,32.79934431,-117.2576902,Entire home/apt,6,2 baths,2,3,343,3,5,f,3
6.17E+17,140824245,80%,83%,f,1,La Jolla Village,32.85826,-117.23187,Entire home/apt,2,1 bath,2,1,185,0,,t,
6.14E+17,31238633,100%,93%,f,1,Balboa Park,32.71580568,-117.1358837,Entire home/apt,6,2 baths,3,3,298,8,5,f,5.71
6.14E+17,134180793,100%,100%,f,0,North Hills,32.74755168,-117.1427572,Private room,2,1 private bath,1,1,76,15,4.93,f,11.54
6.15E+17,82423101,96%,99%,t,1,Bay Park,32.79992853,-117.2076953,Entire home/apt,2,1 bath,,1,127,14,5,t,9.55
6.15E+17,418599072,100%,99%,f,0,Mira Mesa,32.91344577,-117.1603208,Entire home/apt,4,1 bath,2,2,175,3,5,t,2.31
6.15E+17,187580525,100%,87%,f,3,Pacific Beach,32.80369913,-117.2411167,Entire home/apt,6,2.5 baths,3,4,600,0,,f,
6.17E+17,36662186,100%,100%,f,1,Clairemont Mesa,32.81083972,-117.1889062,Entire home/apt,8,2 baths,3,6,504,0,,t,
6.00E+17,452955002,99%,100%,f,10,Marina,32.711299,-117.161764,Entire home/apt,10,1 bath,,3,255,11,4.36,t,6.88
6.00E+17,162125688,100%,100%,t,13,Linda Vista,32.78719,-117.17242,Entire home/apt,11,3 baths,4,5,578,0,,t,
6.17E+17,359755561,63%,43%,t,1,Mission Bay,32.80043445,-117.2146639,Private room,2,1 private bath,1,1,310,0,,f,
6.17E+17,359755561,63%,43%,t,1,Old Town,32.7610715,-117.1680011,Private room,2,1 private bath,1,1,240,0,,f,
6.17E+17,359755561,63%,43%,t,1,Midtown District,32.7158863,-117.2242555,Private room,2,1 private bath,1,1,335,0,,f,
6.00E+17,310890981,100%,100%,f,4,Encanto,32.73091,-117.05428,Private room,1,1 shared bath,1,1,85,1,5,t,0.49
6.17E+17,158910964,100%,99%,t,2,City Heights West,32.74730666,-117.1102268,Entire home/apt,3,1 bath,1,2,116,11,5,t,10.31
6.17E+17,24462534,100%,100%,f,0,North Clairemont,32.83687125,-117.1865481,Entire home/apt,6,2 baths,3,3,487,1,5,f,1
6.17E+17,436073070,100%,99%,f,0,Old Town,32.74983785,-117.1949418,Entire home/apt,4,1 bath,2,2,100,2,4,t,2
6.18E+17,156086844,98%,96%,f,17,University City,32.85904901,-117.2248286,Entire home/apt,4,2 baths,2,5,225,0,,t,
6.18E+17,68144180,100%,100%,t,6,Bay Ho,32.82371618,-117.2114277,Entire home/apt,6,1 bath,3,4,165,0,,t,
6.15E+17,456386140,100%,100%,f,0,Otay Ranch,32.61981,-117.00354,Entire home/apt,8,2.5 baths,4,5,452,1,5,f,1
6.15E+17,42401593,90%,91%,f,0,Core,32.71744674,-117.1560403,Entire home/apt,6,2 baths,2,4,849,0,,t,
6.15E+17,99143117,100%,82%,f,4,North Hills,32.74049569,-117.1284129,Private room,2,1 shared bath,1,1,99,5,5,f,3.19
6.15E+17,69736312,100%,N/A,f,0,North Clairemont,32.83776807,-117.2084971,Entire home/apt,1,1 bath,,1,120,0,,t,
6.15E+17,456471641,100%,86%,f,0,Torrey Pines,32.871807,-117.245247,Entire home/apt,8,2 baths,3,5,337,1,5,f,1
6.15E+17,111814852,97%,99%,f,1078,Rolling Hills Ranch,32.67605,-116.94007,Entire home/apt,12,6.5 baths,5,7,1659,0,,t,
6.15E+17,35922269,100%,100%,f,1,West University Heights,32.76288738,-117.1403497,Entire home/apt,5,2 baths,2,2,250,1,5,f,0.77
6.00E+17,50603993,100%,99%,f,30,Mission Bay,32.78581857,-117.2521582,Entire home/apt,10,2 baths,3,6,579,5,4.8,t,4.69
6.18E+17,218531066,100%,97%,f,1,Northwest,32.62637,-117.09343,Entire home/apt,3,1 bath,,2,117,3,5,f,3
6.00E+17,111814852,97%,99%,f,1078,Pacific Beach,32.80700812,-117.2574273,Entire home/apt,4,1 bath,1,2,273,1,5,t,1
6.18E+17,263073550,100%,0%,f,0,Pacific Beach,32.80495868,-117.2371428,Entire home/apt,2,1 bath,1,1,200,0,,t,
